Call Number,Author,Title,Barcode,Year,Date Acquired,Status,Circs
F TUR,"Turner, Henry, 1962-",Ask the dark,,2015,9/26/2019,Follett eBook,0
F TUR,"Turner, Henry, 1962-",Hiding,,2018,9/26/2019,Follett eBook,0
F TUR,"Turner, Megan Whalen,",A conspiracy of kings : a queen's thief novel,3043700012661,2017,12/5/2019,Available,0
F TUR,"Turner, Megan Whalen.",The king of Attolia,3043700013757,2006,12/5/2019,Available,0
F TUR,"Turner, Megan Whalen,",The Queen of Attolia : a queen's thief novel,3043700013037,2017,12/5/2019,Available,0
F TUR,"Turner, Megan Whalen,",Thick as thieves : a queen's thief novel,3043700013943,2017,12/5/2019,Available,0
F TUR,"Turner, Megan Whalen,",The thief : a queen's thief novel,3043700015182,2017,12/5/2019,Available,1
F TUR,"Turrisi, Kim.",Just a normal Tuesday,,2017,9/26/2019,Follett eBook,0
F TUR,"Turrisi, Kim.",Just a normal Tuesday,3043700013323,2017,12/5/2019,Available,0
F TUR,"Turtschaninoff, Maria, 1977-",Maresi,3043700010410,2017,8/9/2019,Available,0
F TUR,"Turtschaninoff, Maria, 1977-",Naondel,,2018,9/26/2019,Follett eBook,0
F TUR,"Turtschaninoff, Maria, 1977-",Naondel,3043700010541,2018,8/9/2019,Available,0
F TWA,"Twain, Mark, 1835-1910,",The adventures of Huckleberry Finn,3043700002667,2013,8/9/2019,Available,0
F TWA,"Twain, Mark, 1835-1910.",The adventures of Tom Sawyer,3043700002669,2008,8/9/2019,Available,0
F TWA,"Twain, Mark, 1835-1910.",The purloining of Prince Oleomargarine,3043700010968,2017,8/9/2019,Available,0
F TWE,edited by David Levithan and Daniel Ehrenhaft.,21 proms,3043700012575,2015,12/5/2019,Available,0
F TYE,"Tyers, Kathy,",Balance point,3043700012595,2001,12/5/2019,Available,0
F TYL,"Tyler, Bridget.",The pioneer,3043700013867,2019,12/5/2019,Available,0
F TYN,"Tyndall, Nita,",Who I was with her,3043700017208,2020,12/14/2020,Available,0
F TYR,edited by Jessica Spotswood.,"A tyranny of petticoats : 15 stories of belles, bank robbers & other badass girls",3043700012032,2016,8/9/2019,Available,0
F UEH,"Uehashi, Nahoko,",The beast player,,2019,2/12/2021,Follett eBook,0
F UEH,"Uehashi, Nahoko,",The beast player,3043700003397,2019,8/9/2019,Available,0
F UMM,"Umminger, Alison.",American girls,3043700002788,2016,8/9/2019,Available,0
F UNB,edited by Marieke Nijkamp.,Unbroken : 13 stories starring disabled teens,3043700013486,2018,12/5/2019,Available,0
F UND,"Underdahl, S. T.",No man's land,3043700010609,2012,8/9/2019,Available,0
F UPP,"Upperman, Katy,",Kissing Max Holden,3043700013326,2018,12/5/2019,Available,0
F VAI,"Vail, Rachel.",Brilliant,3043700008281,2011,8/9/2019,Available,0
F VAI,"Vail, Rachel.",Gorgeous,3043700009632,2009,8/9/2019,Available,0
F VAI,"Vail, Rachel.",Kiss me again,3043700010097,2013,8/9/2019,Available,0
F VAI,"Vail, Rachel.",Lucky,3043700010361,2009,8/9/2019,Available,0
F VAI,"Vail, Rachel.",Unfriended,3043700012070,2014,8/9/2019,Available,0
F VAI,"Vaite, Celestine Hitiura, 1966-",Frangipani : a novel,3043700012745,2006,12/5/2019,Available,0
F VAL,"Valdes Greenwood, David,",Spin me right round,3043700071346,2021,9/30/2022,Available,1
F VAL,"Valente, Catherynne M., 1979-",Space opera,3043700011618,2018,8/9/2019,Available,0
F VAL,"Valentine, Jenny.",Broken soup,3043700008292,2009,8/9/2019,Available,0
F VAL,"Valentine, Jenny.",Fire color one,,2017,9/3/2019,Follett eBook,0
F VAL,"Valentine, Jenny.",Fire color one,3043700008989,2017,8/9/2019,Available,0
F VAL,"Valentine, Jenny,",Hello now,3043700016798,2020,12/14/2020,Available,0
F VAL,"Valentine, Jenny.","Me, the missing, and the dead",3043700014706,2010,12/5/2019,Available,0
F VAL,"Valentino, Amanda.",Revealed,3043700013052,2011,12/5/2019,Available,0
F VAL,"Valentino, Amanda.",Shattered,3043700013075,2012,12/5/2019,Available,0
F VAL,"Valentino, Amanda,",Unraveled,3043700013495,2012,12/5/2019,Available,0
F VAL,"Valentino, Serena.",The Odd Sisters : a tale of the three witches,,2019,8/28/2020,Follett eBook,0
F VAM,edited by Zoraida Córdova and Natalie C. Parker.,Vampires never get old : tales with fresh bit,3043700016863,2020,12/14/2020,Available,0
F VAN,"Van Ark, Katie.",The boy next door,3043700008244,2015,8/9/2019,Available,0
F VAN,"Van Arsdale, Peternelle.",The beast is an animal,3043700003395,2017,8/9/2019,Available,0
F VAN,"Van Arsdale, Peternelle,",The cold is in her bones,3043700008469,2019,8/9/2019,Available,0
F VAN,"van Dam, Katrin.",Come November,3043700008485,2018,8/9/2019,Available,0
F VAN,"Van Diepen, Allison.",Light of day,3043700010254,2015,8/9/2019,Available,0
F VAN,"Van Diepen, Allison,",Street pharm,3043700015342,2013,12/5/2019,Available,0
F VAN,"Van Diepen, Allison,",Takedown,3043700013926,2013,12/5/2019,Available,0
F VAN,"Van Draanen, Wendelin.",Flipped,3043700009307,2003,8/9/2019,Available,1
F VAN,"Van Draanen, Wendelin.",The running dream,3043700011201,2011,8/9/2019,Checked Out,2
F VAN,"Van Draanen, Wendelin.",Wild bird,,2017,9/3/2019,Follett eBook,0
F VAN,"Van Etten, Chris.",Wickedpedia,3043700012378,2014,8/9/2019,Available,0
F VAN,"Van Tol, Alex.",Shallow grave,3043700011402,2012,8/9/2019,Available,0
F VAN,"Van Tol, Alex, 1973-",Chick: lister,3043700008410,2015,8/9/2019,Available,0
F VAN,"Van Tol, Alex, 1973-",Knifepoint,3043700010106,2010,8/9/2019,Available,0
F VAN,"Van Tol, Alex, 1973-",Oracle,3043700010742,2012,8/9/2019,Available,0
F VAN,"Vande Velde, Vivian.",23 minutes,,2016,9/26/2019,Follett eBook,0
F VAN,"Vande Velde, Vivian.",23 minutes,3043700002623,2016,8/9/2019,Available,0
F VAN,"Vande Velde, Vivian,",Stolen,3043700013910,2014,12/5/2019,Available,0
F VAN,"VanderMeer, Jeff.",Borne,3043700012627,2017,12/5/2019,Available,0
F VAN,"VanderMeer, Jeff,",A peculiar peril,3043700017146,2020,12/14/2020,Available,0
F VAN,"Vanderpool, Clare.",Navigating Early,3043700012981,2013,12/5/2019,Available,0
F VAN,"Vanderwal, Andrew H.",Death of a king,3043700008711,2013,8/9/2019,Available,0
F VAN,"Vanhee, Jason,",Engines of the broken world,3043700009212,2014,8/9/2019,Available,0
F VAS,"Vasconcelos, José Mauro de.",My sweet orange tree : the story of a little boy who discovered pain,,2019,8/28/2020,Follett eBook,0
F VAS,"Vasconcelos, José Mauro de,",My sweet orange tree : the story of a little boy who discovered pain,3043700016279,2019,5/20/2020,Available,0
F VAS,"Vasquez Gilliland, Raquel,",How Moon Fuentez fell in love with the universe,3043700017736,2021,5/10/2022,Available,0
F VAS,"Vasquez Gilliland, Raquel,",Sia Martinez and the moonlit beginning of everything,3043700017163,2020,12/14/2020,Available,0
F VAU,"Vaughn, Carrie.",Steel,3043700013095,2012,12/5/2019,Available,0
F VAU,"Vaught, Susan, 1965-",Going underground,3043700009590,2011,8/9/2019,Available,0
F VAU,"Vaught, Susan, 1965-",Insanity,3043700013307,2014,12/5/2019,Available,0
F VAW,"Vawter, Vince.",Copyboy,3043700008514,2018,8/9/2019,Available,0
F VEG,"Vega, Danielle.",The merciless,3043700010442,2014,8/9/2019,Available,1
F VEG,"Vega, Danielle.",The merciless II : the exorcism of Sofia Flores,3043700010443,2016,8/9/2019,Available,1
F VEG,"Vega, Danielle,",The merciless III : the origins of evil,3043700010444,2017,8/9/2019,Available,1
F VEG,"Vega, Danielle.",Survive the night,3043700014389,2015,12/5/2019,Available,0
F VEG,"Vega, Denise.","Rock on : a story of guitars, gigs, girls, and a brother (not necessarily in that order)",3043700014752,2013,12/5/2019,Available,0
F VEL,"Velasquez, Elisabet,",When we make it,3043700071373,2021,9/30/2022,Checked Out,1
F VEN,"Venkatraman, Padma.",The bridge home,,2019,8/28/2020,Follett eBook,0
F VEN,"Venkatraman, Padma.",Climbing the stairs,3043700013999,2010,12/5/2019,Available,0
F VEN,"Venkatraman, Padma.",A time to dance,,2019,9/5/2019,Follett eBook,0
F VEN,"Venkatraman, Padma.",A time to dance,3043700011943,2014,8/9/2019,Available,0
F VEN,"Ventresca, Yvonne,","Black flowers, white lies",3043700008147,2018,8/9/2019,Available,0
F VEN,"Ventresca, Yvonne.",Pandemic,,2014,9/26/2019,Follett eBook,0
F VER,edited by Gardner Dozois.,The very best of the best : 35 years of The year's best science fiction,3043700012149,2019,8/9/2019,Available,0
F VER,"Verano, M.",Book of shadows,3043700008232,2017,8/9/2019,Available,0
F VER,"Verano, M.,",Diary of a haunting,3043700008764,2015,8/9/2019,Available,0
F VER,"Verano, M.",Possession,3043700010880,2016,8/9/2019,Available,0
F VER,"Verday, Jessica.",The beautiful and the damned,3043700003407,2013,8/9/2019,Available,0
F VER,"Verday, Jessica.",The haunted,3043700009716,2010,8/9/2019,Available,0
F VER,"Verday, Jessica.",The hidden,3043700009763,2011,8/9/2019,Available,0
F VER,"Verday, Jessica.",The Hollow,3043700009791,2009,8/9/2019,Available,0
F VER,"Verdi, Jessica.",And she was,,2020,8/28/2020,Follett eBook,0
F VER,"Verdi, Jessica.",And she was,3043700003217,2018,8/9/2019,Available,0
F VER,"Verdi, Jessica.",The summer I wasn't me,3043700013444,2014,12/5/2019,Available,0
F VER,"Verdi, Jessica.",What you left behind,,2015,9/26/2019,Follett eBook,0
F VER,"Verdi, Jessica.",What you left behind,3043700012319,2015,8/9/2019,Available,0
F VER,"Verne, Jules, 1828-1905,",Twenty thousand leagues under the sea,3043700012019,2017,8/9/2019,Available,1
F VER,"Vernick, Shirley Reva.",The Black Butterfly,3043700008141,2014,8/9/2019,Available,0
F VER,"Vernick, Shirley Reva.",The blood lie : a novel,3043700008181,2011,8/9/2019,Available,0
F VIJ,"Vijayaraghavan, Vineeta, 1972-",Motherland : a novel,3043700012961,2001,12/5/2019,Available,0
F VIL,"Villareal, Ray.",Body slammed!,3043700015676,2012,5/20/2020,Available,0
F VIN,"Vincent, Rachel,",99 lies,3043700002639,2018,8/9/2019,Available,1
F VIN,"Vincent, Rachel.",100 Hours,3043700002609,2017,8/9/2019,Available,1
F VIN,"Vincent, Rachel.",The flame never dies,3043700013251,2016,12/5/2019,Available,0
F VIN,"Vinesse, Cecilia,",Seven days of you,3043700014768,2018,12/5/2019,Available,0
F VIN,"Vinesse, Cecilia.",The summer of us,3043700013445,2018,12/5/2019,Available,2
F VIN,"Vink, Amanda.",And we call it love,3043700016183,2019,5/20/2020,Available,1
F VIT,"Vitale, Samantha.",The lady alchemist,,2020,9/3/2020,Follett eBook,0
F VIV,"Vivian, Siobhan,",The last boy and girl in the world,3043700010131,2016,8/9/2019,Available,0
F VIV,"Vivian, Siobhan.",The list,3043700010278,2012,8/9/2019,Available,3
F VIV,"Vivian, Siobhan.",Not that kind of girl,3043700010640,2010,8/9/2019,Available,0
F VIV,"Vivian, Siobhan,",Same difference,3043700014760,2014,12/5/2019,Available,0
F VIV,"Vivian, Siobhan.",Stay sweet,3043700011692,2018,8/9/2019,Available,0
F VIZ,"Vizzini, Ned, 1981-",It's kind of a funny story,3043700015280,2007,12/5/2019,Lost,3
F VIZ,"Vizzini, Ned, 1981-",The Other Normals,3043700014715,2014,12/5/2019,Available,0
F VIZ,"Vizzini, Ned, 1981-2013.",Be more chill,,2019,8/28/2020,Follett eBook,0
F VLA,"Vlahos, Len.",Life in a fishbowl,3043700010238,2017,8/9/2019,Available,0
F VLA,"Vlahos, Len.",The Scar Boys a novel,,2014,9/26/2019,Follett eBook,0
F VLA,"Vlahos, Len.",The Scar Boys : a novel,3043700011257,2014,8/9/2019,Available,0
F VLA,"Vlahos, Len.",Scar Girl a novel,,2016,9/26/2019,Follett eBook,0
F VLA,"Vlahos, Len.",Scar Girl : a novel,3043700011258,2016,8/9/2019,Available,0
F VOI,"Voigt, Cynthia.",Come a stranger,3043700008481,2012,8/9/2019,Available,0
F VOI,"Voigt, Cynthia.",Dicey's song,3043700008766,2012,8/9/2019,Available,1
F VOI,"Voigt, Cynthia.",Homecoming,3043700009801,2012,8/9/2019,Available,1
F VOI,"Voigt, Cynthia,",The runner,3043700011200,2012,8/9/2019,Available,0
F VOI,"Voigt, Cynthia,",Seventeen against the dealer,3043700011358,2012,8/9/2019,Available,0
F VOI,"Voigt, Cynthia.",A solitary blue,3043700011570,2012,8/9/2019,Available,0
F VOI,"Voigt, Cynthia,",Sons from afar,3043700011597,2012,8/9/2019,Available,0
F VOL,"Volponi, Paul.",Black and white,3043700013189,2006,12/5/2019,Available,0
F VOL,"Volponi, Paul.",The Final Four,3043700008966,2013,8/9/2019,Available,0
F VOL,"Volponi, Paul.",Game seven,3043700015260,2016,12/5/2019,Available,0
F VOL,"Volponi, Paul.",Homestretch,3043700009803,2009,8/9/2019,Available,0
F VOL,"Volponi, Paul.",Hurricane song,3043700014516,2009,12/5/2019,Available,0
F VOL,"Volponi, Paul.",Rikers High,3043700011119,2011,8/9/2019,Available,0
F VOL,"Volponi, Paul.",Rucker Park setup,3043700013057,2008,12/5/2019,Available,0
F VOL,"Volponi, Paul,",Top prospect,3043700014090,2016,12/5/2019,Available,0
F VON,"Von Ziegesar, Cecily.",Dark horses,,2016,9/26/2019,Follett eBook,0
F VON,"Von Ziegesar, Cecily.",Gossip girl,,2020,9/3/2020,Follett eBook,0
F VON,"Vonnegut, Kurt.","Slaughterhouse-five, or, The children's crusade : a duty-dance with death",3043700011534,1994,8/9/2019,Available,3
F VOO,"Voorhees, Coert.",On the free,,2017,9/26/2019,Follett eBook,0
F VOR,"Voros, Ria.",The center of the universe,,2019,9/26/2019,Follett eBook,0
F VRE,"Vrettos, Adrienne Maria.",Burnout,3043700008326,2011,8/9/2019,Available,0
F VRE,"Vrettos, Adrienne Maria.",Skin,3043700011514,2006,8/9/2019,Available,0
F WAG,"Wagamese, Richard,",Indian horse : a novel,3043700012827,2018,12/5/2019,Available,0
F WAG,"Wagman, Diana.",Extraordinary October,3043700013657,2016,12/5/2019,Available,0
F WAG,"Wagner, Laura Rose.","Hold tight, don't let go a novel of Haiti",,2015,9/26/2019,Follett eBook,0
F WAG,"Wagner, Laura Rose.","Hold tight, don't let go : a novel of Haiti",3043700009787,2015,8/9/2019,Available,0
F WAK,"Wakefield, Vikki,",Friday never leaving,3043700009408,2013,8/9/2019,Available,0
F WAK,"Wakefield, Vikki.",In-between days,3043700012824,2016,12/5/2019,Available,0
F WAL,"Walker, Alice, 1944-",The color purple,,2011,9/26/2019,Follett eBook,0
F WAL,"Walker, Alice, 1944-",The color purple,3043700008478,2015,8/9/2019,Available,0
F WAL,"Walker, Alice, 1944-",Now is the time to open your heart : a novel,3043700010661,2005,8/9/2019,Available,0
F WAL,"Walker, Alice, 1944-",The temple of my familiar,3043700014392,2010,12/5/2019,Available,0
F WAL,"Walker, Brian F.,",Black boy/white school,3043700008140,2012,8/9/2019,Available,0
F WAL,"Walker, Karen Thompson.",The age of miracles : a novel,3043700014293,2013,12/5/2019,Available,0
F WAL,"Walker, Melissa (Melissa Carol), 1977-",Ashes to ashes,3043700003307,2014,8/9/2019,Available,0
F WAL,"Walker, Melissa (Melissa Carol), 1977-",Unbreak my heart,3043700012043,2012,8/9/2019,Available,1
F WAL,"Walker, Rysa.",Timebound,3043700015352,2013,12/5/2019,Available,3
F WAL,"Walker, Rysa.",Time's edge,3043700015353,2014,12/5/2019,Available,1
F WAL,"Wallace, Becky,",The skylighter,3043700011526,2016,8/9/2019,Available,0
F WAL,"Wallace, Becky.",The storyspinner,3043700011729,2015,8/9/2019,Available,0
F WAL,"Wallace, Kali.",The memory trees,3043700013814,2017,12/5/2019,Available,0
F WAL,"Wallace, Kali.",Shallow graves,3043700011403,2016,8/9/2019,Available,0
F WAL,"Wallach, Tommy,",Slow burn,3043700013900,2018,12/5/2019,Available,0
F WAL,"Wallach, Tommy.",Strange fire,3043700013913,2017,12/5/2019,Available,0
F WAL,"Wallach, Tommy.",Thanks for the trouble,3043700013941,2016,12/5/2019,Available,0
F WAL,"Wallach, Tommy.",We all looked up,3043700012246,2015,8/9/2019,Available,0
F WAL,"Wallenfels, Stephen.",Bad call,,2017,9/26/2019,Follett eBook,0
F WAL,"Wallenfels, Stephen.",Bad call,3043700003357,2017,8/9/2019,Available,0
F WAL,"Wallenfels, Stephen.",Deadfall,3043700013221,2018,12/5/2019,Available,0
F WAL,"Wallenfels, Stephen.",POD,3043700014587,2012,12/5/2019,Available,0
F WAL,"Waller, Claire.",Fugly,,2019,8/28/2020,Follett eBook,0
F WAL,"Waller, Jae,",Flight,3043700013254,2018,12/5/2019,Available,0
F WAL,"Waller, Sharon Biggs, 1966-",The forbidden orchid,3043700009331,2016,8/9/2019,Available,0
F WAL,"Walls, Jeannette.",Half broke horses : a true-life novel,3043700009685,2009,8/9/2019,Available,1
F WAL,"Walrath, Dana.",Like water on stone,3043700010259,2014,8/9/2019,Available,0
F WAL,"Walter, Jon, 1964-",My name is not Friday,3043700013835,2016,12/5/2019,Available,1
F WAL,"Walters, Eric,",Stuffed,3043700011762,2006,8/9/2019,Available,0
F WAL,"Walters, Eric, 1957-",90 days of different,3043700002636,2017,8/9/2019,Available,3
F WAL,"Walters, Eric, 1957-",90 days of different,3043700017549,2020,1/22/2021,Available,0
F WAL,"Walters, Eric, 1957-",Branded,3043700008252,2010,8/9/2019,Available,0
F WAL,"Walters, Eric, 1957-",Fight for power,3043700008959,2015,8/9/2019,Available,0
F WAL,"Walters, Eric, 1957-",Grind,3043700009670,2004,8/9/2019,Available,0
F WAL,"Walters, Eric, 1957-",House party,3043700009823,2007,8/9/2019,Available,0
F WAL,"Walters, Eric, 1957-",In a flash,3043700009928,2008,8/9/2019,Available,0
F WAL,"Walters, Eric, 1957-",Innocent,3043700009960,2015,8/9/2019,Available,0
F WAL,"Walters, Eric, 1957-",Juice,3043700010022,2005,8/9/2019,Available,0
F WAL,"Walters, Eric, 1957-",Laggan Lard Butts,3043700010117,2006,8/9/2019,Available,0
F WAL,"Walters, Eric, 1957-",The rule of thre3,3043700011185,2015,8/9/2019,Available,0
F WAL,"Walters, Eric, 1957-",Special Edward,3043700011632,2009,8/9/2019,Available,0
F WAL,"Walters, Eric, 1957-",Splat!,3043700011652,2008,8/9/2019,Available,0
F WAL,"Walters, Eric, 1957-",Will to surviv3,3043700012395,2016,8/9/2019,Available,0
F WAL,"Waltman, Kevin.",Pull,,2015,9/26/2019,Follett eBook,0
F WAL,"Waltman, Kevin.",Pull,3043700010961,2015,8/9/2019,Available,0
F WAL,"Waltman, Kevin.",Quicks,3043700013040,2016,12/5/2019,Available,0
F WAL,"Walton, Julia, 1986-",Words on bathroom walls,3043700012465,2017,8/9/2019,Available,1
F WAL,"Walton, K. M. (Kathleen M.)",Cracked,3043700008525,2012,8/9/2019,Available,0
F WAL,"Walton, K. M. (Kathleen M.)",Ultimatum,,2017,9/26/2019,Follett eBook,0
F WAL,"Walton, K. M. (Kathleen M.)",Ultimatum,3043700013173,2017,12/5/2019,Available,0
F WAL,"Walton, Leslye,",The price guide to the occult,3043700010906,2018,8/9/2019,Available,0
F WAL,"Walton, Leslye,",The strange & beautiful sorrows of Ava Lavender,3043700011734,2014,8/9/2019,Available,1
F WAL,"Walton, Leslye J. (Leslye Jo Anne)",The price guide to the occult,,2018,9/26/2019,Follett eBook,0
F WAL,"Walton, Will.",Anything could happen,3043700003258,2015,8/9/2019,Available,0
F WAL,"Walton, Will.","I felt a funeral, in my brain",3043700009883,2018,8/9/2019,Available,0
F WAN,"Wang, Corrie.",The takedown,3043700013114,2017,12/5/2019,Available,0
F WAR,"Ward, Caias.",The only brother,3043700010732,2012,8/9/2019,Available,0
F WAR,"Ward, Jesmyn.",Salvage the bones : a novel,3043700014378,2012,12/5/2019,Checked Out,6
F WAR,"Ward, Kaitlin,",Girl in a bad place,3043700009529,2018,8/9/2019,Available,0
F WAR,"Ward, Rachel, 1964-",Num8ers,3043700010666,2010,8/9/2019,Available,0
F WAR,"Ward, Rachel, 1964-",Num8ers. 1nf1n1ty,3043700002802,2012,8/9/2019,Available,0
F WAR,"Ward, Rachel, 1978-",Num8ers. The chaøs,3043700008420,2011,8/9/2019,Available,0
F WAR,"Warga, Jasmine.",Here we are now,3043700013698,2017,12/5/2019,Available,0
F WAR,"Warga, Jasmine,",Mi corazón y otros agujeros negros,3043700010446,2015,8/9/2019,Available,0
F WAR,"Warga, Jasmine.",My heart and other black holes,3043700013833,2015,12/5/2019,Available,1
F WAR,"Warman, Janice,",The world beneath,3043700013549,2016,12/5/2019,Available,0
F WAR,"Warman, Jessica.",Beautiful lies,3043700014623,2014,12/5/2019,Available,0
F WAR,"Warman, Jessica.",The last good day of the year,3043700010143,2015,8/9/2019,Available,0
F WAS,"Wass, Eliza.",The Cresswell plot,,2016,9/26/2019,Follett eBook,0
F WAS,"Wass, Eliza.",The Life and Death Parade,,2018,9/26/2019,Follett eBook,0
